Datum;Laenge;Breite;Abstand;Laenge rad;Breite rad;x;y;r
2025-Sep-27;300.0669;-2.3364;0.430207615;5.237155381;-0.040777873;0.215359506;-0.372009799;0.429849982
2025-Sep-28;301.5572;-2.3997;0.451401156;5.263166023;-0.041882666;0.236033407;-0.384309785;0.451005299
2025-Sep-29;302.9173;-2.456;0.471419212;5.286904246;-0.042865286;0.255947049;-0.395372088;0.470986178
2025-Sep-30;304.1696;-2.5066;0.490348842;5.308761004;-0.043748423;0.275138207;-0.405316;0.489879671
2025-Oct-01;305.3312;-2.5525;0.508263878;5.329034749;-0.044549529;0.29363837;-0.414241855;0.507759596
2025-Oct-02;306.4158;-2.5943;0.525227564;5.34796459;-0.045279077;0.311476957;-0.422233243;0.524689247
2025-Oct-03;307.4343;-2.6328;0.541294547;5.365740769;-0.045951029;0.328679289;-0.429361711;0.540723176
2025-Oct-04;308.3957;-2.6684;0.556512392;5.382520364;-0.046572366;0.345268924;-0.435688134;0.555908968
2025-Oct-05;309.3072;-2.7014;0.57092278;5.39842904;-0.047148324;0.361265172;-0.441266644;0.570288327
2025-Oct-06;310.1751;-2.7322;0.584562434;5.413576753;-0.047685886;0.376687555;-0.446142665;0.583897929
2025-Oct-07;311.0044;-2.761;0.597463872;5.428050768;-0.048188541;0.391551137;-0.450358203;0.59677031
2025-Oct-08;311.7997;-2.7882;0.609656007;5.441931372;-0.04866327;0.405872095;-0.453948018;0.608934282
2025-Oct-09;312.5647;-2.8137;0.621164641;5.455283141;-0.049108329;0.41966309;-0.456944892;0.620415783
2025-Oct-10;313.3026;-2.8379;0.632012867;5.468161925;-0.049530699;0.432935294;-0.459378007;0.63123777
2025-Oct-11;314.0164;-2.8609;0.642221403;5.480620085;-0.049932125;0.445700496;-0.461272077;0.641420971
2025-Oct-12;314.7085;-2.8827;0.651808875;5.492699509;-0.050312606;0.457967386;-0.462651197;0.650984068
2025-Oct-13;315.3813;-2.9036;0.660792047;5.504442084;-0.05067738;0.469745846;-0.463534827;0.659943706
2025-Oct-14;316.0366;-2.9235;0.669186022;5.515879227;-0.051024701;0.481042105;-0.463943482;0.668315091
2025-Oct-15;316.6762;-2.9425;0.677004409;5.527042353;-0.051356313;0.491863107;-0.463894246;0.676111816
2025-Oct-16;317.3017;-2.9608;0.684259466;5.537959387;-0.051675708;0.502214738;-0.463402833;0.683346054
2025-Oct-17;317.9147;-2.9784;0.690962223;5.548658255;-0.051982886;0.512103422;-0.462482348;0.690028867
2025-Oct-18;318.5163;-2.9953;0.697122584;5.559158156;-0.052277847;0.52153186;-0.461147975;0.696170192
2025-Oct-19;319.1079;-3.0116;0.702749421;5.569483524;-0.052562336;0.53050534;-0.459410124;0.701778867
2025-Oct-20;319.6906;-3.0273;0.707850649;5.579653558;-0.052836352;0.539026881;-0.457280095;0.706862832
2025-Oct-21;320.2653;-3.0426;0.712433293;5.589683965;-0.053103388;0.547097841;-0.454769377;0.711429009
2025-Oct-22;320.8331;-3.0573;0.716503544;5.599593944;-0.053359951;0.554721331;-0.451886301;0.715483741
2025-Oct-23;321.3949;-3.0716;0.720066808;5.609399204;-0.053609533;0.561898551;-0.448639615;0.719032326
2025-Oct-24;321.9516;-3.0855;0.723127748;5.619115452;-0.053852134;0.568630632;-0.445037001;0.722079447
2025-Oct-25;322.504;-3.099;0.725690318;5.628756651;-0.054087754;0.574917695;-0.441086098;0.724629079
2025-Oct-26;323.0529;-3.1121;0.727757792;5.638336763;-0.054316392;0.580759588;-0.436793641;0.726684515
2025-Oct-27;323.5991;-3.1248;0.729332788;5.647869751;-0.054538048;0.586155826;-0.432165558;0.728248393
2025-Oct-28;324.1433;-3.1373;0.730417283;5.657367833;-0.054756215;0.591104675;-0.427208003;0.729322572
2025-Oct-29;324.6862;-3.1494;0.731012633;5.666843226;-0.054967399;0.595604211;-0.421926696;0.729908564
2025-Oct-30;325.2287;-3.1612;0.731119576;5.676311637;-0.055173348;0.599653335;-0.416324613;0.730007058
2025-Oct-31;325.7713;-3.1728;0.730738242;5.685781794;-0.055375807;0.603247481;-0.410408448;0.729618131
2025-Nov-01;326.315;-3.184;0.729868151;5.695271149;-0.055571283;0.606385299;-0.404179402;0.728741463
2025-Nov-02;326.8602;-3.1951;0.72850821;5.704786684;-0.055765015;0.609060222;-0.397644508;0.727375769
2025-Nov-03;327.408;-3.2059;0.726656707;5.714347597;-0.05595351;0.611270211;-0.390803363;0.725519497
2025-Nov-04;327.9588;-3.2164;0.724311297;5.723960871;-0.05613677;0.613007491;-0.383662783;0.723170322
2025-Nov-05;328.5137;-3.2268;0.721468988;5.733645703;-0.056318284;0.614268114;-0.37622198;0.720325131
2025-Nov-06;329.0734;-3.2369;0.718126117;5.743414311;-0.056494563;0.615044734;-0.368484603;0.716980424
2025-Nov-07;329.6387;-3.2468;0.714278328;5.753280657;-0.05666735;0.615329525;-0.360453228;0.713131793
2025-Nov-08;330.2105;-3.2565;0.709920532;5.76326045;-0.056836647;0.615114285;-0.35212959;0.708774176
2025-Nov-09;330.7899;-3.266;0.705046879;5.773372887;-0.057002453;0.614390827;-0.343513573;0.703901742
2025-Nov-10;331.3778;-3.2753;0.699650704;5.783633678;-0.057164769;0.613148401;-0.334607619;0.698507852
2025-Nov-11;331.9752;-3.2844;0.693724478;5.794060275;-0.057323594;0.611375465;-0.325413623;0.692585002
2025-Nov-12;332.5835;-3.2933;0.687259743;5.804677113;-0.057478928;0.609061164;-0.315929878;0.686124762
2025-Nov-13;333.2038;-3.3019;0.680247046;5.81550339;-0.057629027;0.606191199;-0.306158748;0.679117772
2025-Nov-14;333.8376;-3.3104;0.672675844;5.826565287;-0.05777738;0.602751338;-0.296099262;0.671553385
2025-Nov-15;334.4863;-3.3187;0.664534418;5.837887238;-0.057922242;0.5987248;-0.285752832;0.663419978
2025-Nov-16;335.1518;-3.3267;0.655809748;5.849502404;-0.058061868;0.594094889;-0.2751171;0.654704632
2025-Nov-17;335.8359;-3.3345;0.646487386;5.861442201;-0.058198004;0.588841468;-0.264192501;0.645392866
2025-Nov-18;336.5406;-3.342;0.636551297;5.873741537;-0.058328904;0.582942425;-0.25297956;0.635468747
2025-Nov-19;337.2685;-3.3493;0.625983672;5.886445788;-0.058456313;0.576374703;-0.241475173;0.62491444
2025-Nov-20;338.0221;-3.3562;0.614764716;5.89959859;-0.05857674;0.569110931;-0.229680432;0.613710317
2025-Nov-21;338.8046;-3.3628;0.602872383;5.913255791;-0.058691932;0.561121924;-0.217593025;0.601834311
2025-Nov-22;339.6197;-3.369;0.59028207;5.92748197;-0.058800142;0.552375181;-0.205210325;0.589261927
2025-Nov-23;340.4713;-3.3747;0.576966242;5.942345194;-0.058899626;0.542832826;-0.192533248;0.575965736
2025-Nov-24;341.3643;-3.3799;0.562893984;5.957930984;-0.058990383;0.532453386;-0.179559776;0.56191487
2025-Nov-25;342.3045;-3.3845;0.548030444;5.974340569;-0.059070669;0.52118995;-0.166287828;0.547074589
2025-Nov-26;343.2986;-3.3884;0.532336158;5.991690887;-0.059138736;0.508988444;-0.152717408;0.531405536
2025-Nov-27;344.355;-3.3914;0.515766194;6.010128546;-0.059191096;0.495787816;-0.138846284;0.514862942
2025-Nov-28;345.4835;-3.3934;0.498269089;6.029824586;-0.059226003;0.481516347;-0.124676547;0.49739545
2025-Nov-29;346.6966;-3.394;0.479785476;6.050997175;-0.059236475;0.466091592;-0.110208588;0.478943948
2025-Nov-30;348.01;-3.393;0.460246314;6.07392033;-0.059219022;0.449416342;-0.095444414;0.459439533
2025-Dec-01;349.4434;-3.3899;0.439570561;6.098937879;-0.059164916;0.431374454;-0.080391384;0.43880143
2025-Dec-02;351.0228;-3.3839;0.417662037;6.12650361;-0.059060197;0.411826599;-0.065058945;0.416933824
2025-Dec-03;352.783;-3.3743;0.394405154;6.157224895;-0.058892645;0.390602116;-0.049462271;0.393721385
2025-Dec-04;354.7714;-3.3596;0.369658912;6.191929022;-0.058636082;0.367488121;-0.033629004;0.369023616
2025-Dec-05;357.0559;-3.3378;0.343248276;6.231801069;-0.0582556;0.34221372;-0.017599884;0.342665998
2025-Dec-06;359.7365;-3.3054;0.314951382;6.278586365;-0.057690113;0.314424099;-0.001446029;0.314427425
2025-Dec-07;2.9698;-3.2567;0.284479933;0.051832788;-0.056840138;0.283639063;0.014714984;0.284020508
2025-Dec-08;7.0174;-3.1812;0.251448154;0.122476735;-0.055522414;0.249180007;0.030672274;0.251060679
2025-Dec-09;12.3604;-3.0573;0.215322498;0.215729677;-0.053359951;0.210032056;0.046026384;0.215016028
2025-Dec-10;20.0104;-2.8341;0.175343803;0.349247365;-0.049464376;0.164556872;0.059927632;0.175129338
2025-Dec-11;32.6003;-2.359;0.130466666;0.568982572;-0.041172317;0.109818442;0.070232634;0.130356101
2025-Dec-12;60.0685;-0.9666;0.080239304;1.048393102;-0.016870353;0.040030848;0.069527296;0.080227886
2025-Dec-13;153.3989;3.3046;0.046095203;2.677315874;0.05767615;-0.041147291;0.020606017;0.046018556
2025-Dec-14;235.2536;1.2365;0.086466089;4.105949897;0.021580996;-0.049269451;-0.07103115;0.086445954
2025-Dec-15;259.6246;-0.1795;0.136153715;4.531304089;-0.003132866;-0.024520732;-0.133926793;0.136153047
2025-Dec-16;271.3278;-0.864;0.180360554;4.735563462;-0.015079645;0.004178913;-0.180291624;0.180340048
2025-Dec-17;278.5946;-1.2726;0.219811711;4.862393048;-0.02221106;0.032841033;-0.21728972;0.219757493
2025-Dec-18;283.7313;-1.5494;0.255520103;4.952045376;-0.027042131;0.060630339;-0.248126482;0.255426681
2025-Dec-19;287.6524;-1.7524;0.288211595;5.020481481;-0.03058515;0.087356844;-0.274512342;0.288076802
2025-Dec-20;290.8012;-1.9095;0.318397667;5.075438409;-0.033327062;0.113008674;-0.297478666;0.318220862
2025-Dec-21;293.4218;-2.0358;0.346449705;5.121176507;-0.035531413;0.137625815;-0.317702792;0.346231035
2025-Dec-22;295.6617;-2.1404;0.372646336;5.160270137;-0.037357027;0.161264383;-0.335656651;0.372386343
2025-Dec-23;297.6159;-2.229;0.397202698;5.194377361;-0.038903389;0.183980799;-0.351685071;0.396902158
2025-Dec-24;299.349;-2.3054;0.420288996;5.224625663;-0.040236821;0.205828706;-0.366048566;0.419948817
2025-Dec-25;300.9065;-2.3723;0.442042654;5.251809166;-0.041404446;0.226855576;-0.378950478;0.441663805
2025-Dec-26;302.3219;-2.4315;0.462576558;5.276512556;-0.042437681;0.247105622;-0.390551854;0.46216008
2025-Dec-27;303.6202;-2.4845;0.481984789;5.299172166;-0.043362705;0.266616969;-0.400984022;0.481531717
2025-Dec-28;304.8206;-2.5324;0.500346743;5.320123098;-0.044198718;0.285423358;-0.410355492;0.499858103
2025-Dec-29;305.9383;-2.576;0.517730136;5.339630643;-0.044959682;0.303555855;-0.418756354;0.517206962
2025-Dec-30;306.9852;-2.616;0.53419326;5.357902495;-0.045657813;0.3210404;-0.426264046;0.533636557
2025-Dec-31;307.9712;-2.6528;0.549786692;5.375111441;-0.046300094;0.33790217;-0.432943446;0.549197509
2026-Jan-01;308.9043;-2.6869;0.564554626;5.391397109;-0.046895252;0.354162634;-0.438851166;0.563933965
2026-Jan-02;309.791;-2.7186;0.578535906;5.406872943;-0.047448521;0.369839909;-0.444037456;0.577884782
2026-Jan-03;310.637;-2.7483;0.591764856;5.421638429;-0.047966884;0.384952104;-0.448544786;0.591084214
2026-Jan-04;311.4471;-2.7762;0.604271939;5.435777341;-0.048453831;0.399515235;-0.452410817;0.603562731
2026-Jan-05;312.2252;-2.8025;0.616084298;5.449357748;-0.048912852;0.413542016;-0.455670389;0.615347465
2026-Jan-06;312.9749;-2.8273;0.627226197;5.462442481;-0.049345694;0.427045784;-0.458352942;0.626462705
2026-Jan-07;313.6992;-2.8508;0.637719382;5.475083901;-0.049755846;0.440037416;-0.460485725;0.636930162
2026-Jan-08;314.4007;-2.8731;0.647583386;5.487327386;-0.050145055;0.452526466;-0.462093519;0.646769374
2026-Jan-09;315.0819;-2.8944;0.656835782;5.499216568;-0.05051681;0.464523111;-0.463197004;0.655997855
2026-Jan-10;315.7447;-2.9147;0.665492396;5.510784611;-0.050871112;0.476033917;-0.463817541;0.664631477
2026-Jan-11;316.3912;-2.9341;0.673567487;5.522068164;-0.051209706;0.487067922;-0.463971183;0.672684487
2026-Jan-12;317.0228;-2.9527;0.681073904;5.533091664;-0.051534337;0.497629188;-0.46367664;0.680169711
2026-Jan-13;317.6413;-2.9706;0.688023214;5.543886525;-0.051846751;0.507725529;-0.462946427;0.687098688
2026-Jan-14;318.2478;-2.9878;0.694425812;5.554471947;-0.052146947;0.517359517;-0.461796714;0.693481849
2026-Jan-15;318.8437;-3.0044;0.700291026;5.564872364;-0.052436672;0.526536359;-0.460238842;0.699328485
2026-Jan-16;319.4303;-3.0203;0.705627188;5.575110466;-0.052714179;0.535260697;-0.458283114;0.704647022
2026-Jan-17;320.0084;-3.0358;0.710441717;5.585200214;-0.052984705;0.543533029;-0.455942588;0.70944471
2026-Jan-18;320.5792;-3.0508;0.714741169;5.595162553;-0.053246505;0.551357241;-0.453225251;0.713728195
2026-Jan-19;321.1436;-3.0653;0.718531297;5.605013192;-0.053499578;0.558734691;-0.450140489;0.717503251
2026-Jan-20;321.7024;-3.0793;0.721817093;5.614766092;-0.053743924;0.565665816;-0.446697471;0.720774893
2026-Jan-21;322.2566;-3.093;0.724602824;5.624438706;-0.053983034;0.572152308;-0.442902239;0.723547273
2026-Jan-22;322.807;-3.1062;0.726892065;5.634044998;-0.054213417;0.57819424;-0.438761987;0.725824124
2026-Jan-23;323.3542;-3.1191;0.728687724;5.64359544;-0.054438565;0.583789644;-0.434284927;0.727608237
2026-Jan-24;323.8992;-3.1317;0.729992063;5.653107485;-0.054658476;0.588939357;-0.429474562;0.728901891
2026-Jan-25;324.4426;-3.144;0.730806713;5.662591604;-0.054873152;0.593640767;-0.424337792;0.729706737
2026-Jan-26;324.9851;-3.1559;0.731132687;5.672060015;-0.055080846;0.597891639;-0.418879992;0.730023876
2026-Jan-27;325.5276;-3.1676;0.730970385;5.681528426;-0.055285049;0.601690522;-0.413103831;0.729853587
2026-Jan-28;326.0706;-3.179;0.730319597;5.691005564;-0.055484017;0.605032659;-0.407015875;0.729195749
2026-Jan-29;326.615;-3.1901;0.729179501;5.700507136;-0.055677748;0.607915522;-0.400618123;0.728049561
2026-Jan-30;327.1614;-3.201;0.727548661;5.710043615;-0.055867989;0.610333714;-0.393915444;0.726413532
2026-Jan-31;327.7107;-3.2117;0.725425019;5.719630709;-0.05605474;0.612283262;-0.386909389;0.724285626
2026-Feb-01;328.2635;-3.2221;0.722805923;5.729278889;-0.056236254;0.613757436;-0.379604664;0.721663281
2026-Feb-02;328.8206;-3.2323;0.719688503;5.739002118;-0.056414277;0.614750284;-0.372003978;0.718543577
2026-Feb-03;329.3828;-3.2423;0.716072007;5.748814359;-0.05658881;0.615257385;-0.364111544;0.714925777
2026-Feb-04;329.9511;-3.2521;0.711951872;5.758733066;-0.056759853;0.615271933;-0.355927913;0.710805339
2026-Feb-05;330.5266;-3.2617;0.707319553;5.768777435;-0.056927404;0.614783716;-0.34745121;0.706173747
2026-Feb-06;331.1101;-3.2711;0.702168072;5.778961432;-0.057091465;0.613781398;-0.338684381;0.701024047
2026-Feb-07;331.7028;-3.2802;0.69649014;5.789305998;-0.05725029;0.612255197;-0.329626864;0.695349045
2026-Feb-08;332.3056;-3.2892;0.690277679;5.799826843;-0.05740737;0.610191956;-0.320281865;0.689140549
2026-Feb-09;332.92;-3.298;0.683521675;5.810550146;-0.057560959;0.607580472;-0.31064706;0.682389644
2026-Feb-10;333.5471;-3.3066;0.676212087;5.821495105;-0.057711057;0.604405356;-0.300725288;0.675086315
2026-Feb-11;334.1885;-3.3149;0.668337744;5.832689647;-0.057855919;0.600651933;-0.290515237;0.66721949
2026-Feb-12;334.8458;-3.3231;0.659886234;5.844161696;-0.057999036;0.596302962;-0.280016885;0.658776653
2026-Feb-13;335.5207;-3.3309;0.650843783;5.855940924;-0.058135172;0.591339424;-0.269230933;0.649744265
2026-Feb-14;336.2153;-3.3386;0.641195104;5.868063981;-0.058269562;0.58574093;-0.258155714;0.640106874
2026-Feb-15;336.9319;-3.346;0.630923231;5.88057101;-0.058398717;0.579484932;-0.246790028;0.629847683
2026-Feb-16;337.673;-3.353;0.62000931;5.893505645;-0.05852089;0.57254591;-0.235133441;0.618947941
2026-Feb-17;338.4415;-3.3598;0.608432364;5.9069185;-0.058639572;0.564895569;-0.223184814;0.607386586
2026-Feb-18;339.2407;-3.3662;0.596169009;5.920867172;-0.058751273;0.556502514;-0.210943243;0.595140403
2026-Feb-19;340.0745;-3.3721;0.583193109;5.935419727;-0.058854248;0.547331854;-0.198406925;0.582183362
2026-Feb-20;340.9474;-3.3776;0.569475364;5.950654706;-0.058950241;0.537344076;-0.18557437;0.56848615
2026-Feb-21;341.8647;-3.3825;0.554982808;5.966664611;-0.059035762;0.526494752;-0.17244411;0.55401597
2026-Feb-22;342.8326;-3.3867;0.53967819;5.983557653;-0.059109066;0.514733097;-0.159015631;0.538735679
2026-Feb-23;343.8586;-3.3902;0.52351921;6.001464731;-0.059170152;0.502001247;-0.145288245;0.522603029
2026-Feb-24;344.952;-3.3926;0.506457555;6.020548161;-0.05921204;0.488233306;-0.131260206;0.505569978
2026-Feb-25;346.1238;-3.3939;0.488437682;6.04099993;-0.059234729;0.473351555;-0.116934021;0.487581029
2026-Feb-26;347.3882;-3.3937;0.469395246;6.063067873;-0.059231239;0.457266293;-0.10231001;0.468572087
2026-Feb-27;348.7628;-3.3916;0.44925505;6.087059168;-0.059194587;0.43987053;-0.087393537;0.448468185
2026-Feb-28;350.2705;-3.3871;0.427928319;6.113373498;-0.059116047;0.421036477;-0.072192217;0.427180794
2026-Mar-01;351.9415;-3.3793;0.405309002;6.142537949;-0.058979911;0.400608963;-0.056719086;0.404604246
2026-Mar-02;353.8168;-3.3672;0.381268653;6.175268109;-0.058768727;0.378396269;-0.040994732;0.380610437
2026-Mar-03;355.9537;-3.349;0.355649153;6.21256405;-0.058451077;0.35415679;-0.025052661;0.355041784
2026-Mar-04;358.4352;-3.322;0.328252076;6.255874395;-0.057979838;0.327578288;-0.008948687;0.327700494
2026-Mar-05;1.3878;-3.2818;0.298822633;0.024221679;-0.057278215;0.298245069;0.00722541;0.298332579
2026-Mar-06;5.0157;-3.2205;0.267024619;0.087540479;-0.056208329;0.265582033;0.02330875;0.266602915
2026-Mar-07;9.6773;-3.1229;0.232400104;0.168900748;-0.054504887;0.228752876;0.039008174;0.232054985
2026-Mar-08;16.076;-2.9554;0.19430457;0.280579131;-0.051581461;0.18645801;0.053733739;0.19404614
2026-Mar-09;25.8497;-2.6294;0.151820502;0.451162376;-0.045891687;0.136485631;0.066125852;0.15166066
2026-Mar-10;44.0648;-1.8267;0.103889017;0.769075844;-0.031881929;0.074611902;0.072215131;0.103836223
2026-Mar-11;96.2642;1.1435;0.054560723;1.680127242;0.01995784;-0.005952111;0.054224158;0.054549857
2026-Mar-12;210.8953;2.4305;0.063291035;3.680817362;0.042420227;-0.054261624;-0.032468867;0.063234098
2026-Mar-13;251.1255;0.324;0.113932058;4.382966811;0.005654867;-0.036856013;-0.107804143;0.113930237
2026-Mar-14;266.7927;-0.6015;0.160699627;4.656411035;-0.010498155;-0.008990442;-0.160439073;0.160690772
2026-Mar-15;275.6463;-1.1089;0.202201416;4.810935506;-0.019353956;0.019890285;-0.201182695;0.202163548
2026-Mar-16;281.597;-1.4358;0.239527657;4.914794814;-0.025059437;0.04813632;-0.234564217;0.239452453
2026-Mar-17;286.0009;-1.6679;0.273533953;4.991657369;-0.029110347;0.07536836;-0.262825128;0.273418063
2026-Mar-18;289.4639;-1.8435;0.304819927;5.052098121;-0.032175145;0.101517352;-0.287251212;0.304662159
2026-Mar-19;292.303;-1.9824;0.333814332;5.101649763;-0.034599407;0.126608255;-0.30865679;0.333614544
2026-Mar-20;294.7024;-2.096;0.360834098;5.143527194;-0.036582101;0.150693531;-0.327595089;0.360592682
2026-Mar-21;296.7773;-2.1913;0.386120837;5.17974103;-0.0382454;0.173829446;-0.344462852;0.38583848
2026-Mar-22;298.6044;-2.2729;0.409863657;5.211629941;-0.039669589;0.196071652;-0.359555148;0.409541203
2026-Mar-23;300.2371;-2.3438;0.432213885;5.240125932;-0.040907027;0.217471957;-0.373098327;0.431852305
2026-Mar-24;301.7135;-2.4062;0.453294883;5.265893973;-0.041996112;0.238074378;-0.385272192;0.45289521
2026-Mar-25;303.0623;-2.4619;0.473208811;5.289434974;-0.042968261;0.257921087;-0.396219784;0.472772043
2026-Mar-26;304.305;-2.512;0.492041404;5.31112418;-0.043842671;0.277047138;-0.406059794;0.491568584
2026-Mar-27;305.4585;-2.5574;0.509865443;5.331256553;-0.04463505;0.295485048;-0.414890081;0.509357628
2026-Mar-28;306.5361;-2.5989;0.526743321;5.350064221;-0.045359362;0.313263112;-0.422793421;0.526201534
2026-Mar-29;307.5485;-2.6371;0.542728987;5.367733935;-0.046026078;0.330406556;-0.429840339;0.54215423
2026-Mar-30;308.5045;-2.6724;0.557869433;5.384419282;-0.046642179;0.346938453;-0.436091105;0.557262723
2026-Mar-31;309.4114;-2.7051;0.572205853;5.400247673;-0.047212902;0.362879668;-0.44159777;0.571568232
2026-Apr-01;310.2751;-2.7357;0.585774563;5.415322082;-0.047746972;0.378247243;-0.446406981;0.585106973
2026-Apr-02;311.1008;-2.7644;0.598607729;5.429733266;-0.048247882;0.393058265;-0.450558449;0.597911127
2026-Apr-03;311.8928;-2.7913;0.610733965;5.443556273;-0.048717375;0.407327047;-0.454088196;0.610009355
2026-Apr-04;312.6548;-2.8167;0.622178809;5.456855682;-0.049160689;0.421066403;-0.457028183;0.621427128
2026-Apr-05;313.3901;-2.8408;0.632965127;5.469689088;-0.049581313;0.434288608;-0.459406308;0.632187275
2026-Apr-06;314.1015;-2.8636;0.643113435;5.48210536;-0.049979248;0.447004087;-0.461248271;0.642310378
2026-Apr-07;314.7915;-2.8853;0.652642179;5.494148132;-0.050357985;0.459222407;-0.462576859;0.651814828
2026-Apr-08;315.4623;-2.9061;0.661567964;5.505855801;-0.050721013;0.470951996;-0.463412763;0.660717165
2026-Apr-09;316.1158;-2.9259;0.669905749;5.517261528;-0.051066589;0.482199986;-0.463775369;0.66903245
2026-Apr-10;316.7538;-2.9448;0.677669013;5.528396728;-0.051396456;0.492973395;-0.463681439;0.676774147
2026-Apr-11;317.3779;-2.963;0.684869896;5.539289328;-0.051714106;0.503278169;-0.463146394;0.68395431
2026-Apr-12;317.9895;-2.9805;0.691519318;5.549963762;-0.052019538;0.513119155;-0.46218486;0.690583892
2026-Apr-13;318.59;-2.9973;0.697627086;5.560444464;-0.052312754;0.52250151;-0.460809145;0.696672732
2026-Apr-14;319.1805;-3.0136;0.703201978;5.570750633;-0.052597242;0.53142807;-0.459032122;0.702229508
2026-Apr-15;319.7622;-3.0293;0.708251822;5.580903213;-0.052871259;0.539902722;-0.456864077;0.70726214
2026-Apr-16;320.3361;-3.0444;0.712783563;5.590919658;-0.053134804;0.547927722;-0.454315482;0.711777596
2026-Apr-17;320.9031;-3.0591;0.716803315;5.600815675;-0.053391367;0.555504383;-0.451396263;0.715781884
2026-Apr-18;321.4642;-3.0734;0.720316412;5.610608717;-0.053640949;0.562634791;-0.448114188;0.719280358
2026-Apr-19;322.0203;-3.0872;0.723327446;5.620314493;-0.053881805;0.56932011;-0.444476871;0.7222777
2026-Apr-20;322.5722;-3.1006;0.725840306;5.629946965;-0.054115679;0.575560382;-0.44049181;0.724777751
2026-Apr-21;323.1206;-3.1137;0.727858199;5.639518351;-0.054344317;0.581354607;-0.436166624;0.72678367
2026-Apr-22;323.6664;-3.1264;0.729383679;5.649044358;-0.054565974;0.586703088;-0.431506207;0.728298098
2026-Apr-23;324.2103;-3.1388;0.730418663;5.658537204;-0.054782395;0.591604103;-0.426516685;0.729322903
2026-Apr-24;324.7531;-3.1509;0.730964443;5.668010851;-0.054993579;0.596056302;-0.42120259;0.729859396
2026-Apr-25;325.2954;-3.1626;0.731021696;5.677475772;-0.055197783;0.600056432;-0.41557005;0.729908342
2026-Apr-26;325.838;-3.1742;0.730590491;5.686945928;-0.055400241;0.603601955;-0.409622513;0.729469618
2026-Apr-27;326.3816;-3.1854;0.729670284;5.696433538;-0.055595718;0.60668936;-0.403364344;0.728542911
2026-Apr-28;326.927;-3.1964;0.728259919;5.705952564;-0.055787704;0.609314904;-0.39679836;0.727126943
2026-Apr-29;327.4748;-3.2072;0.726357618;5.715513477;-0.0559762;0.611472865;-0.389929375;0.725219955
2026-Apr-30;328.026;-3.2177;0.723960971;5.725133732;-0.056159459;0.613159561;-0.382757841;0.722819626
2026-May-01;328.5812;-3.228;0.721066914;5.7348238;-0.056339228;0.614367611;-0.375288344;0.719922845
2026-May-02;329.1412;-3.2381;0.717671714;5.744597644;-0.056515507;0.615090162;-0.367523404;0.716525896
2026-May-03;329.7071;-3.2479;0.713770934;5.754474462;-0.056686549;0.615321318;-0.359462468;0.712624438
2026-May-04;330.2795;-3.2576;0.70935941;5.764464727;-0.056855846;0.615050707;-0.351110445;0.708213185
2026-May-05;330.8595;-3.2671;0.704431202;5.774587637;-0.057021652;0.614270106;-0.342467295;0.703286294
2026-May-06;331.4482;-3.2763;0.698979554;5.78486239;-0.057182222;0.612969896;-0.333533397;0.697837102
2026-May-07;332.0466;-3.2854;0.69299684;5.79530644;-0.057341047;0.61113821;-0.324310648;0.691857867
2026-May-08;332.6559;-3.2943;0.686474497;5.805940731;-0.057496382;0.608762926;-0.314799595;0.685340124
2026-May-09;333.2774;-3.3029;0.679402953;5.816787952;-0.05764648;0.605830682;-0.305000563;0.678274397
2026-May-10;333.9126;-3.3114;0.671771542;5.827874284;-0.057794833;0.602326986;-0.294912715;0.670649915
2026-May-11;334.5628;-3.3196;0.663568406;5.839222415;-0.05793795;0.598234351;-0.284538687;0.662454982
2026-May-12;335.23;-3.3276;0.654780373;5.850867251;-0.058077576;0.593536191;-0.273875188;0.653676394
2026-May-13;335.916;-3.3353;0.645392825;5.86284021;-0.058211967;0.588212171;-0.262922917;0.644299634
2026-May-14;336.6229;-3.3428;0.635389538;5.875177943;-0.058342866;0.58224015;-0.251681572;0.634308447
2026-May-15;337.3532;-3.35;0.624752494;5.887924082;-0.05846853;0.575596324;-0.240149432;0.623684918
2026-May-16;338.1096;-3.3569;0.613461656;5.901125753;-0.058588958;0.568253586;-0.228325886;0.612409053
2026-May-17;338.8952;-3.3635;0.601494708;5.914837059;-0.058704149;0.560181841;-0.216210102;0.600458577
2026-May-18;339.7137;-3.3696;0.588826737;5.929122579;-0.058810614;0.551348065;-0.203799983;0.587808746
2026-May-19;340.5693;-3.3753;0.57542985;5.944055616;-0.058910098;0.541714637;-0.191094155;0.574431653
2026-May-20;341.4669;-3.3804;0.561272716;5.959721692;-0.05899911;0.531239282;-0.178091501;0.560296134
2026-May-21;342.4123;-3.385;0.546320001;5.976222034;-0.059079395;0.519873979;-0.164790914;0.545366848
2026-May-22;343.4125;-3.3888;0.530531667;5.993678818;-0.059145718;0.507564447;-0.151190967;0.529603981
2026-May-23;344.4759;-3.3917;0.513862103;6.012238649;-0.059196332;0.494248126;-0.137291044;0.512962027
2026-May-24;345.6127;-3.3935;0.496259024;6.032079552;-0.059227748;0.479852603;-0.12309184;0.495388859
2026-May-25;346.8355;-3.394;0.477662066;6.053421438;-0.059236475;0.464293416;-0.108595584;0.476824262
2026-May-26;348.1605;-3.3927;0.458000957;6.07654705;-0.059213786;0.447471898;-0.093803749;0.457198254
